ID,abandono_6meses
100486,0
103752,0
103937,1
101744,1
101037,1
103465,1
103718,0
103206,0
102932,0
103179,0
101424,1
103534,1
101680,0
100332,0
103739,0
100086,0
101520,0
101657,1
101410,0
101277,0
101655,0
101753,1
101737,0
101275,1
100408,0
100158,0
100729,1
100851,1
101000,0
101409,1
101824,0
101259,1
100736,1
101903,0
100171,0
101949,0
101371,1
100451,1
101952,0
101721,0
102802,0
103824,1
104042,0
103566,0
104031,1
103381,0
103594,0
103053,0
102297,0
103210,0
103521,0
104099,0
103121,0
103168,0
102526,1
103712,0
102670,0
103556,1
102817,0
102391,1
104145,1
102944,1
103705,1
102682,0
103690,0
104076,0
104094,0
103592,0
102681,0
104049,0
102598,0
104082,0
103544,0
102954,0
101362,1
100255,1
100647,0
101953,0
101339,1
101826,0
100415,0
101170,0
100850,0
101984,0
100419,1
100062,0
100800,0
100353,1
101200,0
101397,0
101820,0
100079,0
100650,0
100634,1
101026,0
101908,0
101472,0
100757,0
100251,0
101474,1
101588,0
101745,1
100847,1
100549,0
101868,1
102121,1
104154,1
102865,0
102313,0
103025,0
103717,0
103229,0
104002,0
103635,1
103688,0
103734,0
103871,0
102712,0
103495,0
103942,0
103213,0
102374,0
102520,0
103779,1
102300,0
102287,0
102535,0
103986,1
100100,1
101631,0
101989,0
101232,0
102438,1
102291,0
100643,0
100287,0
101786,0
100382,0
102650,0
102588,1
103283,0
100737,1
102373,0
102224,0
102565,0
103614,1
101875,0
101457,0
101635,1
101815,1
102666,1
101372,0
101158,0
100858,1
104156,1
103917,0
101400,1
101441,1
100233,1
100830,0
101511,1
100996,1
100054,1
102474,0
103253,1
103539,0
103019,1
100081,0
100165,1
100652,1
101503,0
103069,1
103036,0
102483,1
103847,0
102581,0
100990,0
100836,0
100844,0
103749,0
104151,0
102906,1
102826,0
103140,1
102586,0
100484,0
100700,0
101747,0
101623,1
101803,0
101975,0
102978,0
103281,1
103523,0
102328,0
102707,0
103420,0
104018,0
103170,0
100032,1
101139,0
101886,0
102133,1
101449,0
100172,0
100201,1
103251,1
103965,0
103729,1
103295,1
103394,1
103738,0
102980,1
102773,0
102733,0
103845,1
103864,1
104058,0
101544,0
100945,1
100446,1
101534,1
101998,0
101028,0
101124,0
100936,0
102493,1
102936,1
102963,1
103952,1
103559,0
102632,0
103217,0
102543,1
103532,0
102734,1
103359,0
101113,1
101011,1
101012,0
101914,1
101798,1
100159,1
100124,0
100943,0
101187,1
101881,1
103227,0
103772,1
103627,0
102334,1
102955,1
102991,0
103435,0
100821,1
100722,1
101814,0
100924,1
103157,1
103216,1
100559,1
103294,1
101591,0
100607,0
100225,1
100709,0
102396,1
102758,0
100816,0
103280,0
102253,1
104090,1
101957,0
100450,0
102992,1
101669,1
102730,0
103611,0
103570,0
102638,0
103888,0
102999,0
101983,0
101967,0
100301,0
102836,0
103248,0
102510,0
104077,0
100793,0
100035,1
100367,1
100991,1
101966,1
104147,0
103698,1
103741,1
103340,0
100033,0
103388,1
103296,1
101446,1
100808,1
101394,1
100641,1
100529,0
101272,1
102788,0
102858,0
100907,1
100598,0
101842,1
103261,0
103859,0
103768,0
102846,1
103836,0
102330,0
101801,0
101765,1
103517,1
103761,0
100949,0
102104,1
100375,0
103520,1
102205,0
102956,1
102910,0
101546,0
103707,0
103953,0
103374,0
101055,0
101297,0
101396,0
100819,0
101819,1
101096,0
103582,0
103928,0
102883,0
103608,1
100494,0
100128,0
100676,1
100708,0
101125,0
102541,0
103546,1
103844,0
103603,0
102897,0
103313,0
103745,0
103347,0
103969,0
102528,1
103721,0
101888,0
102619,0
103861,0
102499,1
103192,1
101726,0
102834,0
103547,1
103398,1
101473,1
103232,0
102243,1
103480,0
101102,1
101702,0
102931,0
101864,0
102995,0
102199,1
100637,1
101129,0
100053,1
101666,0
101466,1
100480,0
103092,0
102281,1
103264,1
102559,0
103645,0
103114,0
103628,0
102425,0
100071,1
101207,1
101046,0
101304,0
100492,0
101352,0
100003,1
101960,1
101210,1
100405,1
100057,1
103369,0
102587,0
103126,1
102569,0
102854,0
102434,0
103878,1
104053,0
102765,1
102318,0
100085,1
100187,0
101013,1
100638,0
101611,1
100655,0
102051,1
101357,0
103095,1
103277,0
103590,0
103029,0
103052,1
102314,1
102757,0
104085,1
101276,0
100503,0
101724,0
100092,1
100784,1
100330,1
101863,1
101197,0
100448,1
100501,1
103545,0
103113,1
102845,1
103034,1
102229,0
102985,0
103119,1
103801,1
100351,0
101010,1
100197,0
102772,0
102401,1
103267,0
103704,1
101315,0
100050,1
101448,1
101958,0
101385,0
101201,1
100308,0
100265,1
101354,1
101997,0
102111,1
101081,1
102789,0
102891,0
102671,0
103376,0
102971,0
103439,1
103580,1
102320,1
103834,1
101874,1
101565,1
100270,0
100474,0
100210,1
100278,1
100515,0
103879,1
103010,0
102390,0
102786,0
104029,0
101568,0
101242,1
101370,1
102125,1
100933,0
100221,1
101832,0
102430,0
103322,1
103885,1
102455,1
102361,0
103841,1
103817,1
101791,0
101350,0
100498,0
100216,1
101613,0
100760,0
101287,0
100766,1
100758,1
101407,1
103482,1
102722,0
102614,0
103265,1
103410,0
103188,0
102853,0
103455,0
103872,1
102916,1
101711,0
101003,0
101716,0
101118,1
102498,0
103432,0
102609,0
102266,0
102521,0
100521,1
100748,1
104001,0
103266,1
101681,0
103686,0
100058,1
101741,1
102105,1
101005,1
104168,1
103468,0
103080,0
103764,1
101383,1
102293,0
101313,0
101859,0
101361,0
100051,0
102467,0
102690,0
102547,0
100934,0
101885,0
100162,0
102198,1
102784,1
104112,1
103509,1
103792,1
103293,1
102305,1
100893,0
100900,0
103511,0
103271,1
103691,0
100376,1
102669,1
100181,0
102484,1
104166,0
103990,0
102466,1
102578,0
103702,0
103578,1
100519,0
102706,0
101020,1
101947,0
102882,0
101934,1
101910,1
103808,0
102710,0
100531,0
100754,0
102860,0
101425,1
101586,1
101700,0
101994,0
100968,1
100166,1
100443,1
101056,1
100588,1
102076,1
104055,0
104033,1
102855,0
103440,1
103424,1
103689,0
102893,0
103956,1
104012,1
103924,1
102905,0
103793,0
101901,0
101660,1
101018,0
103254,0
102869,0
100978,1
101746,0
100318,0
101237,1
100191,0
103667,0
102525,0
102899,0
103101,1
100721,1
101730,0
101100,0
100156,0
100834,0
103767,1
102317,0
103890,1
103923,1
100047,1
101652,1
100889,1
102115,1
102959,1
103470,0
103200,1
100245,0
103275,0
103902,0
100133,0
101323,0
101263,0
101715,0
102996,1
102560,1
100719,0
100135,1
100860,0
100236,0
100473,0
101834,0
100547,0
100703,0
101915,0
100826,1
100583,0
100461,0
100336,0
100691,0
101559,1
100866,1
101521,0
100657,0
101542,0
100410,1
100601,1
101510,1
100957,0
100843,1
101843,0
100822,1
101713,0
101728,0
100543,0
101825,0
100953,0
100982,1
100374,0
100904,0
100456,0
101447,0
101291,1
101179,1
101072,0
101494,1
101877,1
101985,0
100298,0
100627,0
100271,0
100453,1
101948,1
101206,0
101471,0
101810,0
101312,0
100014,1
101128,1
101455,1
101614,0
100000,1
100345,1
100985,0
101905,0
101381,0
100380,1
100358,1
101403,1
101579,0
100776,0
101427,0
101074,0
101727,1
101423,0
100523,0
100541,0
101413,0
100563,0
101508,0
100214,0
100147,1
100554,0
102448,1
104142,1
103918,0
103957,0
103141,1
102676,1
102835,1
102873,0
104025,0
102580,0
104143,1
102469,1
102406,0
102686,0
102444,1
102404,1
103462,0
102557,1
102947,1
103703,0
102843,0
103070,0
103129,0
103155,0
102214,0
103936,0
102760,0
103288,0
103427,1
102494,0
104063,0
102271,1
102577,1
103441,1
103128,1
103413,0
103661,0
102887,0
102830,1
103062,0
104043,0
102840,1
104120,1
103785,1
102618,0
102642,0
102475,1
102735,0
102322,1
103488,1
102452,0
103240,0
102250,1
102460,0
103041,0
102246,0
102800,1
103004,1
103162,0
103214,1
103428,1
102919,0
102622,0
103586,1
103049,0
103819,0
103714,0
102319,0
100015,1
101920,0
100226,0
100770,1
100995,0
100785,0
100478,0
100371,1
101768,0
101734,1
100116,0
100356,0
100678,0
101337,0
101221,0
101464,0
101108,0
101618,1
101796,0
101996,0
100460,0
102143,1
100606,0
102139,1
100528,0
100196,0
100875,1
100125,0
100552,0
100778,0
100435,1
101429,1
101596,0
101619,0
100020,0
100871,1
100339,0
100211,0
101303,0
100886,1
100202,1
100972,1
101438,0
101190,1
101963,1
101833,1
102094,1
100095,1
100813,1
100104,0
102012,1
100987,1
100692,0
101256,1
102020,0
100768,1
101580,0
101433,0
102075,1
102142,1
101296,1
100347,1
101340,1
101398,0
101141,1
101364,0
102149,0
101233,0
100828,0
100919,0
101115,0
100920,0
101887,1
100421,0
100249,0
101841,0
101851,1
100704,0
102153,0
101288,1
100073,1
101369,1
101748,0
100739,0
101592,0
101135,1
102098,1
101662,0
101972,0
102147,1
101341,0
100310,1
100455,1
101704,1
102117,1
100938,0
100317,0
101918,1
101684,0
100818,1
101240,0
100632,0
102057,1
102574,0
104124,0
103068,0
103327,0
102806,0
103643,0
102617,0
103386,0
103519,1
102649,0
102766,0
102529,0
104006,0
103051,0
103508,0
102495,1
103762,1
102997,1
103657,0
102604,0
102193,0
102204,0
103225,1
102616,0
103412,0
102371,1
102454,0
103430,0
103401,0
103735,0
104066,1
103700,0
103150,0
103453,1
102409,0
103536,1
102938,0
102416,1
103061,1
102713,0
103934,1
103658,1
102538,0
103079,0
103335,0
103224,0
102257,0
102857,0
103181,0
102935,0
103930,0
104038,0
102216,0
104034,1
104129,0
102633,0
102940,1
103027,0
103490,0
102273,1
103581,0
102960,1
102264,0
103631,1
102380,0
102333,0
102269,0
103652,0
102961,0
103368,0
103024,0
104105,0
102462,0
103940,0
102277,0
102738,1
103345,0
103518,0
103766,1
103571,1
103541,1
103238,0
102797,1
103802,1
102600,0
103710,0
100445,0
101590,1
101787,0
100064,0
102719,0
102242,1
102721,1
102977,0
103112,1
102527,0
103948,0
103377,0
102907,1
102215,0
100277,0
100796,0
100775,1
100789,1
102571,1
102311,1
102433,0
103633,0
100319,0
101879,1
100635,0
102004,1
101861,1
102376,0
102866,0
102516,0
103306,0
104072,1
103073,0
102930,1
100817,1
100370,0
100282,0
101838,0
100765,1
100984,1
103249,0
103230,0
103972,1
103269,1
101999,0
100208,1
100155,1
100712,1
102465,1
103892,0
102270,0
104172,0
103654,1
103354,1
102451,1
101976,0
101651,1
100509,1
100801,0
100264,0
101086,0
100389,1
100802,1
101463,0
103127,0
103237,0
103447,0
103370,0
100786,0
101723,1
101075,0
100815,1
101911,0
100663,0
104009,1
103731,0
102176,1
103697,1
102335,0
102729,0
100105,1
102763,0
103044,0
100524,0
101543,0
100574,0
100090,0
101412,0
101600,1
101186,0
104159,1
104132,0
102696,1
103970,1
102562,1
103259,0
103117,1
103123,0
103290,0
101685,1
101329,1
101644,1
102017,0
101326,0
100517,0
100097,0
100395,0
101816,0
101311,1
102055,1
102948,0
103875,1
102613,0
103109,0
103191,0
103047,0
103773,0
102488,1
100489,0
100061,1
101830,1
101229,0
102126,1
100727,1
101487,0
101649,1
100036,0
100811,1
100039,1
101663,1
101811,1
102040,1
101164,1
101253,0
104068,1
103239,0
103554,1
102377,0
103527,0
102230,0
103298,1
102810,0
100772,0
101802,0
101283,0
101942,0
101763,1
100396,0
101042,1
100083,1
101519,0
101462,1
100418,0
100566,1
100536,0
100558,0
104046,0
104065,0
102362,0
103742,1
103409,0
104067,0
102395,0
103994,0
103574,0
103668,0
102228,1
102471,0
103194,1
103097,0
102767,1
103826,0
102603,0
101477,1
101530,0
100449,0
100068,1
101927,1
100905,0
101006,1
102148,1
101992,1
100044,0
102007,1
101399,0
102161,1
100025,1
100457,0
100260,0
101280,0
101331,1
101057,0
102001,1
102102,0
101779,0
102169,1
102656,0
102607,0
104039,0
103045,1
102184,0
103481,1
103884,1
102185,0
103852,0
102478,1
102974,0
102716,1
102388,0
102728,0
103400,0
102576,0
102658,1
100896,0
100883,1
100825,1
102052,1
101625,1
100447,0
101670,0
101895,1
101571,0
102151,1
100115,1
101198,0
102135,1
103612,0
104141,1
102820,0
102884,0
103161,0
102726,0
102644,0
104097,0
102630,1
102564,0
102965,0
102981,0
100780,0
100008,0
100764,1
100154,0
101384,0
100869,1
100975,1
100931,1
102130,0
101538,0
100333,1
100289,0
103569,0
104081,0
103842,0
102850,0
103638,0
102353,0
102491,1
102477,1
102689,1
102365,0
100404,1
101091,0
100881,0
102038,1
101085,1
102794,0
103330,0
102702,1
102657,0
101290,1
102082,1
102114,1
103622,0
104020,1
101376,0
100864,0
100653,1
102445,0
103026,0
104108,0
101390,0
102083,0
101566,0
103724,0
103302,1
102235,0
102553,1
103087,0
102248,0
103146,1
103360,0
102213,0
102443,0
100879,0
101021,0
100207,1
100571,0
101205,0
101677,1
100579,0
101279,0
101638,0
100111,0
102039,0
102036,1
103382,1
102775,0
101145,0
101435,1
100686,1
101228,0
101267,1
100533,0
102752,1
103840,1
102903,0
103158,1
104035,1
103665,1
104167,1
102693,0
101667,0
102074,1
100605,0
104157,1
102904,1
104015,1
100440,0
102412,0
103221,1
101152,1
101605,1
102053,0
103063,0
102941,1
100675,0
100170,0
101795,1
101252,1
103711,1
103572,0
102472,0
104040,0
102809,0
103589,0
103175,0
101961,0
100063,0
101284,1
101063,1
100331,0
103927,0
102394,0
103807,1
102641,1
100096,1
102089,1
104062,0
103043,0
102446,0
102975,0
102951,1
101172,0
100895,1
102073,1
101451,0
101104,0
100263,1
100122,0
102181,0
102759,0
103308,0
102688,1
100005,0
100320,1
100259,0
100993,1
100693,1
100603,0
102303,1
103796,1
103014,0
104144,1
103463,1
102550,0
103500,0
103501,0
102739,1
100740,0
100829,0
101188,0
100019,0
100631,1
100794,0
100538,0
101044,1
102457,0
103433,0
103130,0
102795,0
103108,1
100386,1
100520,0
101163,1
100555,0
101674,0
100223,0
101602,0
