id_colaborador,id_ultimo_jefe,seniority,modalidad_trabajo,distancia_oficina,dias_baja_salud,genero,canal_reclutamiento,permanencia_promedio,salario,performance_score,psi_score,estado_civil,age,join_year,join_month,performance,id_colaborador_emb_0,id_colaborador_emb_1,id_colaborador_emb_2,id_colaborador_emb_3,id_colaborador_emb_4,id_colaborador_emb_5,id_colaborador_emb_6,id_colaborador_emb_7,id_colaborador_emb_8,id_colaborador_emb_9,id_colaborador_emb_10,id_colaborador_emb_11,id_colaborador_emb_12,id_colaborador_emb_13,id_colaborador_emb_14,id_colaborador_emb_15,id_colaborador_emb_16,id_colaborador_emb_17,id_colaborador_emb_18,id_colaborador_emb_19,id_colaborador_emb_20,id_colaborador_emb_21,id_colaborador_emb_22,id_colaborador_emb_23,id_colaborador_emb_24,id_colaborador_emb_25,id_colaborador_emb_26,id_colaborador_emb_27,id_colaborador_emb_28,id_colaborador_emb_29,id_colaborador_emb_30,id_colaborador_emb_31,id_colaborador_emb_32,id_colaborador_emb_33,id_colaborador_emb_34,id_colaborador_emb_35,id_colaborador_emb_36,id_colaborador_emb_37,id_colaborador_emb_38,id_colaborador_emb_39,id_colaborador_emb_40,id_colaborador_emb_41,id_colaborador_emb_42,id_colaborador_emb_43,id_colaborador_emb_44,id_colaborador_emb_45,id_colaborador_emb_46,id_colaborador_emb_47,id_colaborador_emb_48,id_colaborador_emb_49,id_colaborador_emb_50,id_colaborador_emb_51,id_colaborador_emb_52,id_colaborador_emb_53,id_colaborador_emb_54,id_colaborador_emb_55,id_colaborador_emb_56,id_colaborador_emb_57,id_colaborador_emb_58,id_colaborador_emb_59,id_colaborador_emb_60,id_colaborador_emb_61,id_colaborador_emb_62,id_colaborador_emb_63,id_ultimo_jefe_emb_0,id_ultimo_jefe_emb_1,id_ultimo_jefe_emb_2,id_ultimo_jefe_emb_3,id_ultimo_jefe_emb_4,id_ultimo_jefe_emb_5,id_ultimo_jefe_emb_6,id_ultimo_jefe_emb_7,id_ultimo_jefe_emb_8,id_ultimo_jefe_emb_9,id_ultimo_jefe_emb_10,id_ultimo_jefe_emb_11,id_ultimo_jefe_emb_12,id_ultimo_jefe_emb_13,id_ultimo_jefe_emb_14,id_ultimo_jefe_emb_15,id_ultimo_jefe_emb_16,id_ultimo_jefe_emb_17,id_ultimo_jefe_emb_18,id_ultimo_jefe_emb_19,id_ultimo_jefe_emb_20,id_ultimo_jefe_emb_21,id_ultimo_jefe_emb_22,id_ultimo_jefe_emb_23,id_ultimo_jefe_emb_24,id_ultimo_jefe_emb_25,id_ultimo_jefe_emb_26,id_ultimo_jefe_emb_27,id_ultimo_jefe_emb_28,id_ultimo_jefe_emb_29,id_ultimo_jefe_emb_30,id_ultimo_jefe_emb_31,id_ultimo_jefe_emb_32,id_ultimo_jefe_emb_33,id_ultimo_jefe_emb_34,id_ultimo_jefe_emb_35,id_ultimo_jefe_emb_36,id_ultimo_jefe_emb_37,id_ultimo_jefe_emb_38,id_ultimo_jefe_emb_39,id_ultimo_jefe_emb_40,id_ultimo_jefe_emb_41,id_ultimo_jefe_emb_42,id_ultimo_jefe_emb_43,id_ultimo_jefe_emb_44,id_ultimo_jefe_emb_45,id_ultimo_jefe_emb_46,id_ultimo_jefe_emb_47,id_ultimo_jefe_emb_48,id_ultimo_jefe_emb_49,id_ultimo_jefe_emb_50,id_ultimo_jefe_emb_51,id_ultimo_jefe_emb_52,id_ultimo_jefe_emb_53,id_ultimo_jefe_emb_54,id_ultimo_jefe_emb_55,id_ultimo_jefe_emb_56,id_ultimo_jefe_emb_57,id_ultimo_jefe_emb_58,id_ultimo_jefe_emb_59,id_ultimo_jefe_emb_60,id_ultimo_jefe_emb_61,id_ultimo_jefe_emb_62,id_ultimo_jefe_emb_63,abandono_6meses
100247,102074.0,1,Híbrida,1.76,1,Mujer,Ferias & Networking,1,140011,99.0,75,Soltero,18,2018,1,high,-0.27759057,-0.8958399,0.921852,-0.0015123807,0.20466013,0.5999286,0.18593481,0.42053828,-0.3498075,0.6163615,-0.42043948,-0.42396373,0.0960392,-0.09593473,-0.100800775,0.47081223,-0.0048186653,0.63683105,-0.08294491,-0.3316293,-0.8796722,-0.47365263,-0.46872216,0.36787534,-0.2524111,0.21864025,0.88463986,-0.8084774,0.7567213,0.2225104,-0.1994964,0.22546095,0.09885109,0.26331896,0.006702474,-0.69942605,-0.41684568,0.05367941,-0.27508947,0.06563424,-0.7119494,-0.30145827,0.31455544,-0.83251864,-0.49537972,0.82592404,0.24426392,-0.38811168,0.13932115,-0.52826995,0.1579473,1.202331,0.24424247,0.47102928,-0.0030292554,-0.6282514,0.32855916,-0.35895488,0.6421992,-0.74381703,0.45847473,-0.88101965,0.22087938,0.5340899,-0.6942064,-1.3936902,1.8075826,-0.11670264,0.8061734,0.08582957,0.053082913,0.68165594,-0.52579033,0.8236997,-1.1597503,-0.80982417,-0.5889062,-0.05861218,-0.6643789,1.2080989,-0.45100495,1.3458635,0.46076044,-0.51222354,-1.3251044,-0.8600094,-0.3388162,1.0177108,-1.1500837,0.48272482,1.9007933,-1.3953915,1.9708896,0.7781445,-1.4720337,0.8041781,0.36722028,0.53711027,0.120726384,-0.9159717,-0.9297775,-0.065057695,-0.75340563,0.28464708,-0.95774317,0.17830682,0.54848945,-1.6684703,-0.4482893,1.4709915,0.58632594,-0.28609028,0.12915549,-1.0658878,0.3094295,2.8744872,-0.16450618,0.65105784,-0.1988621,-0.8019807,0.5151413,-0.6070078,1.1907637,-1.7897308,1.4675138,-1.8833297,0.460742,1.282448,0
103355,102115.0,1,Híbrida,0.76,2,Hombre,Ferias & Networking,2,182774,99.0,81,Soltero,24,2021,7,high,-0.5441129,-0.71262145,1.5756131,0.36129463,0.11817923,0.434358,-0.14062461,0.38431582,0.4657051,0.9320393,-0.45655248,-0.4985249,-0.23102042,-0.45608887,0.8432582,-0.050989795,-0.0063476833,-0.11363625,0.24419196,-0.55480695,-0.4728125,-0.5828821,-0.85259426,-0.25592983,0.31804815,0.26801205,0.3034203,-0.75249666,0.7243815,-0.2369717,0.46281072,0.3287423,0.42869082,-0.024188096,-0.021140937,-0.17983845,-0.013796383,-0.066298224,0.29195875,-0.042050622,-1.0984296,-1.1319607,0.7870923,-1.2254488,-1.4368962,0.28265816,0.81365013,-0.07948227,0.07005307,-0.079989545,-0.7224681,0.13874172,0.6960714,-0.3661922,0.45323405,-0.22487989,0.79436827,0.34231752,0.9452097,0.071948186,-0.25846627,-1.009321,-0.2360777,0.72753775,-0.60940284,-0.81051385,2.600578,0.6012915,0.37679905,0.4837211,-0.13173965,0.37459078,0.852397,1.4302449,-0.92124224,-0.5240197,-1.0516328,-0.6871089,1.165243,-0.32991213,0.12432657,-0.41061726,0.8583722,-0.6615882,-0.55734843,-0.94642574,-0.8173063,-0.45734498,0.52779394,0.3925546,0.19803746,-0.870429,1.1455522,-0.09557699,0.8385906,0.25216913,0.7807235,-0.29047748,-0.36463016,0.07756588,0.13948543,-0.4633642,0.7365285,-0.4256613,-1.8741406,-1.8242301,1.0937804,-1.8810768,-2.0588362,0.039553773,1.3454716,-0.055047482,-0.18776728,0.15055682,-1.3279552,-0.29317522,0.83875346,-0.7619803,0.7344143,-0.48799744,1.3013626,0.4950965,1.1369015,0.041778453,-0.25407383,-1.4537776,-0.34467784,1.6619425,1
100669,102060.0,1,Híbrida,4.95,3,Mujer,Referidos,11,682106,96.0,74,Viudo,45,2016,7,high,-0.1661216,-0.7680855,0.6178842,0.31378785,-0.22073232,1.141344,0.10252425,0.582969,-0.7478633,0.48068166,0.05705025,-0.299366,0.59269166,-0.37687147,0.66193956,0.47361836,0.4112777,0.03040456,-0.7508183,-0.69507146,-0.4636297,-0.70248616,-0.74009985,-0.017024647,-0.021756371,0.040003717,0.639759,-0.8751056,0.92170554,-0.16678551,0.4989029,-0.3260655,0.2220661,0.38501337,-0.20267877,-0.50049996,-0.04712293,0.39363962,-0.54227793,-0.09375518,-0.569283,-0.7488051,-0.09392768,-0.7134035,-0.83287835,0.71231824,0.07021336,-0.53698516,0.69672793,0.084476225,-0.07822073,0.10012543,0.40549204,0.19588763,0.0059704296,-0.40547907,-0.044880386,-0.42714623,0.8911505,-0.27642888,0.15451384,-0.54414874,0.14005898,0.52033275,-0.37894306,-0.9670046,0.61681384,0.7080935,-0.18397786,2.5316818,0.07565618,0.4215852,-2.0818403,0.37699804,0.5590117,-0.26081616,1.2589833,-1.2294841,1.8347862,0.9711514,1.4895651,-0.9815591,-1.7565258,-1.443276,0.1606809,-1.3285046,-0.943529,-0.6880807,-0.6386073,0.088041626,1.1931515,-1.7521455,2.2397723,-0.46953335,1.4460672,-1.3939301,0.96855104,0.56977904,-0.28218606,-0.64352345,-0.18042874,1.1657909,-1.8568255,-0.38079244,-0.4709338,-0.72516185,-0.577944,-1.1370934,-1.2776568,1.0820465,0.14764784,-0.75751156,2.0782967,0.49087304,-0.023001758,-1.1455888,0.3093152,-0.05335758,-0.37610158,0.17274539,-0.68235415,-1.4057587,1.6529142,-0.3103857,0.34363902,-0.3717807,-0.11004158,1.4633341,0
103760,102062.0,1,Híbrida,13.03,2,Hombre,Linkedin,2,270232,96.0,82,Soltero,22,2014,7,high,-0.8267334,-1.3185416,1.3133048,0.22686818,-0.19575205,1.3362361,0.3457862,0.64900523,-0.2828229,0.89581186,-0.4199947,-0.17964737,0.45147693,-0.36559007,0.7021874,-0.0047028433,0.40494692,0.3550898,-0.9622696,-1.2188466,-1.0247071,-0.64400876,-0.77443993,0.21112625,0.68648964,0.13175665,0.6104556,-1.086453,0.6356114,0.13423531,0.31501278,0.23094143,-0.4692792,0.06388156,-0.25471961,-0.6633442,0.10982493,0.5070888,-0.6414638,-0.20755076,-1.146817,-0.8378145,0.104238145,-0.73708326,-0.6279894,0.048191145,0.21386623,-0.5727745,0.81272846,-0.20545267,-0.33819836,0.44730482,0.3061712,0.4100802,0.45497537,-0.96928346,0.23550211,-0.38081157,0.49881646,-0.30490008,-0.45008576,-1.3255572,0.5338322,0.3942558,-2.730151,-2.6412537,2.3903089,0.14734972,0.4638627,2.0483274,0.6105628,-0.05098292,0.26350605,1.1582125,-0.64819175,1.2355381,-0.6494046,-0.7132757,3.0482845,-2.2401223,1.5393734,-0.7638171,-3.3005698,-3.5464478,-2.068316,0.6836976,0.20800962,0.068849705,1.5055196,-0.3523132,-0.32379252,-1.1465346,0.43671918,0.20076604,0.30845276,2.3744123,-1.7273728,-0.45176834,-0.5286014,0.66600347,0.4857022,2.9581232,-2.324019,-1.0323666,-3.0494404,0.011032411,-0.28712952,0.07912816,0.07309642,-2.555569,1.2116475,-1.2849749,2.7686737,0.3202649,-1.9305698,-1.0685405,-1.3842672,0.10706935,1.388926,-1.3049281,-1.1172336,-0.38742363,-2.1218724,0.7589133,-1.6923037,-2.980264,0.82316345,0.40491557,1
100965,102062.0,1,Híbrida,13.045,2,Hombre,Linkedin,2,266804,95.0,82,Soltero,22,2014,7,high,-0.81078744,-1.3452749,1.34997,0.21480162,-0.2221324,1.3314984,0.32469153,0.69728255,-0.23118746,0.98695284,-0.4653522,-0.20666374,0.44381806,-0.346225,0.69991386,0.051510204,0.38978937,0.4207899,-0.9007209,-1.2692865,-1.0081176,-0.6861843,-0.8195937,0.25175995,0.7006772,0.13460904,0.66315794,-1.0962166,0.64130515,0.15401685,0.30589074,0.19244853,-0.4545651,0.09493522,-0.25792393,-0.73147553,0.09214135,0.50308293,-0.66289353,-0.22570477,-1.1201419,-0.900164,0.11881231,-0.81947243,-0.72469145,0.1250425,0.2191322,-0.57398975,0.79954755,-0.19573736,-0.2702317,0.43108588,0.356471,0.40574992,0.4509373,-1.0043309,0.2876374,-0.39586854,0.5605716,-0.3898727,-0.46754095,-1.2948332,0.5397065,0.40279844,-2.730151,-2.6412537,2.3903089,0.14734972,0.4638627,2.0483274,0.6105628,-0.05098292,0.26350605,1.1582125,-0.64819175,1.2355381,-0.6494046,-0.7132757,3.0482845,-2.2401223,1.5393734,-0.7638171,-3.3005698,-3.5464478,-2.068316,0.6836976,0.20800962,0.068849705,1.5055196,-0.3523132,-0.32379252,-1.1465346,0.43671918,0.20076604,0.30845276,2.3744123,-1.7273728,-0.45176834,-0.5286014,0.66600347,0.4857022,2.9581232,-2.324019,-1.0323666,-3.0494404,0.011032411,-0.28712952,0.07912816,0.07309642,-2.555569,1.2116475,-1.2849749,2.7686737,0.3202649,-1.9305698,-1.0685405,-1.3842672,0.10706935,1.388926,-1.3049281,-1.1172336,-0.38742363,-2.1218724,0.7589133,-1.6923037,-2.980264,0.82316345,0.40491557,0
101777,102078.0,1,Híbrida,0.94,2,Mujer,Portal Web,3,366317,95.0,70,Soltero,30,2017,3,high,-0.48061085,-1.1162144,0.48661953,0.0350932,0.20636994,1.1902962,0.31777024,0.31686693,-0.31712383,0.8253211,-0.25017568,-0.62641907,0.50073653,-0.241515,-0.17503871,-0.1118894,0.01337843,0.20807414,-0.6436009,-0.045288272,-0.885249,-0.7690781,-0.8811539,-0.10147321,0.4248189,0.28544456,0.60058826,-1.0617718,0.38441643,-0.19512013,0.56033796,0.12786473,0.14899045,0.007883171,-0.3116898,-0.6220371,0.17292331,-0.011608627,0.0021218196,0.038045675,-0.7466388,-1.001601,0.25186765,-0.47117716,-0.635003,0.060943555,-0.23196489,-0.13997461,0.613801,0.3565693,-0.36014163,0.7492897,0.6519714,0.627876,0.36018273,-0.3182041,0.06984969,-0.57318306,0.9867073,-0.22435474,-0.2532718,-0.29685423,0.05497143,0.018182866,-1.3025936,-2.4021664,0.651463,-0.06287726,0.84068036,2.6238058,0.48093787,-0.6478144,-0.45026982,1.5055137,-0.35010803,-1.834125,0.16989903,-0.8874115,-1.315609,-0.9514769,0.004622422,-0.5187253,-1.2001951,0.96273595,-1.8792629,-1.6157581,-1.5127397,-0.9656819,1.287269,0.59968567,0.7076974,-2.5010934,0.38438207,-0.59397805,1.2762079,0.3212745,0.36694562,-0.33967718,-0.6613814,-0.92151517,1.0596904,-0.5848574,0.49128595,0.016538171,-1.0464966,-2.0329075,0.12731387,-0.4606051,-1.2928458,-0.73005414,-0.9527507,0.26817724,1.6971922,1.7977008,-1.3914884,1.3705816,1.137282,1.2030474,1.1585296,0.46329403,-0.60303944,-1.347573,1.8253012,0.04622151,-0.9117355,0.42948163,-0.23530824,-0.44756442,1
101793,102150.0,1,Híbrida,2.35,2,Hombre,Portal Web,6,407557,95.0,69,Soltero,37,2022,4,high,-0.38186717,-0.76992935,0.84223914,0.15111856,-0.44565126,0.9687565,0.0064030928,1.1952244,-0.17090781,1.0538756,-0.5010883,-0.15994838,0.6968807,-0.14960442,0.36797947,0.0805183,0.51435065,0.821842,-0.47046375,-0.9756752,-0.45757753,-0.7445045,-0.5524593,0.013428102,-0.014682676,-0.1529884,0.74737364,-1.0397925,0.8184596,-0.34521562,0.61212987,-0.19487278,-0.077156164,0.11598882,-0.2871832,-0.9581337,-0.3312378,0.0117384065,-0.32781732,-0.01645501,-1.3488913,-1.040782,0.40700457,-1.0758293,-1.2844791,0.6973851,0.18028627,-0.737451,0.57860094,0.15757334,0.021146592,1.2713776,0.61944187,0.48391125,0.3985905,-1.0830008,0.27748537,-0.4298235,1.1054385,-0.51233613,-0.13232888,-1.2438871,0.33123186,0.37307113,1.0256125,0.40782908,0.58961254,-1.0737925,-1.3273065,-0.30931762,-1.0284657,1.8429347,0.30024174,2.7822356,-2.1215634,0.7029279,-1.0144176,1.2662152,0.42646536,-2.1317115,1.4368294,1.4409866,0.43289822,-2.2406256,1.5917867,1.2664877,1.0794933,-0.9524882,-2.2546399,-1.4016621,0.48210102,0.2757685,2.0752509,-1.8553109,1.2752683,-1.5954105,0.85009253,0.38394654,-0.37933135,-0.6991596,-1.6031908,-0.46989042,-1.9947726,0.35548505,-3.4233553,-0.18143775,-0.13942227,-2.368239,-3.4443915,0.56854755,0.9214108,-1.8062308,1.4473629,2.1951995,0.80972356,1.1255839,0.09608079,1.1403725,0.35832104,-2.2341843,-1.6924201,0.03537182,0.64354604,-0.37091824,-0.6222368,-2.598448,1.8744705,-0.37077922,1
101302,102088.0,1,Híbrida,2.095,1,Mujer,Portal Web,4,851731,95.0,75,Soltero,36,2018,3,high,-0.38021773,-1.0903233,0.9724491,0.353883,-0.27261207,1.4798136,0.596239,0.7997414,-0.78043574,1.3744822,-0.37647614,-0.48453316,0.50999874,-0.06397086,0.31424862,0.7739786,0.09527872,0.5566636,-0.91117436,-0.71338665,-1.3835188,-0.8980575,-1.149385,0.18847618,0.5793753,0.40009865,0.98925453,-0.82625544,0.42014965,0.029654102,0.10802564,0.034277942,-0.10913305,-0.0011799928,-0.13162866,-0.8623632,-0.56639993,-0.1268545,0.05754853,-0.086924896,-0.74593025,-1.4052243,0.4088593,-0.88105315,-0.7471081,0.8030467,-0.09348674,-0.9240727,0.3709616,-0.11904676,-0.34363312,0.8535485,0.8871403,0.5958044,0.30923867,-1.0809984,0.4117686,0.008147301,1.0524917,-0.62141186,-0.25188193,-1.201156,-0.15241104,0.26137593,0.12909229,-0.11336354,0.55019224,1.6628227,0.075986855,1.9252988,2.0066442,0.013350122,-2.5557272,3.2641854,0.24026029,-1.4375502,-0.49477077,0.7455775,-1.1240141,2.1167307,-1.1005263,0.13496038,-0.31551653,-0.33686352,-3.9273183,-1.2399417,-1.425205,1.0339098,1.3507065,2.0772746,2.4419541,0.76957273,-2.9276848,0.61871463,-1.6837167,0.4264243,0.3830396,-1.6032456,0.9369073,-0.08472075,-2.0262027,-0.974119,2.4254217,-0.3180955,0.28937662,-1.348255,1.8014436,-1.2884735,0.10982232,0.81473505,-1.1854533,-1.9783616,-0.39940456,-0.55631405,-1.7222742,1.4570429,1.7151892,0.31289148,0.16392629,-2.031815,0.6622066,2.3152533,-0.5370239,-0.9727637,-1.3806144,-1.252754,-2.135496,-1.3589102,0
102687,102088.0,1,Híbrida,2.13,2,Mujer,Portal Web,4,849922,95.0,75,Soltero,36,2018,3,high,-0.366934,-1.0090431,0.92819023,0.35762686,-0.2782403,1.3960515,0.5563162,0.7410935,-0.7190275,1.2844187,-0.33633044,-0.4357088,0.5111895,-0.04389226,0.24070945,0.71426266,0.1104833,0.51518184,-0.87475926,-0.6757656,-1.30224,-0.884384,-1.096021,0.17371334,0.52108085,0.37263432,0.9298984,-0.7517497,0.37063223,0.062304832,0.12312578,0.01631773,-0.097228795,0.006910539,-0.14382634,-0.79283965,-0.5084232,-0.12583667,0.047882337,-0.08585666,-0.74853325,-1.3363872,0.3367215,-0.8131105,-0.68207574,0.7708813,-0.04052333,-0.8651578,0.33799675,-0.083829656,-0.36178255,0.80296564,0.8276505,0.54316777,0.25184593,-1.0529464,0.4180865,-0.026363181,0.9624485,-0.6124092,-0.26788244,-1.1248122,-0.12813504,0.22913621,0.12909229,-0.11336354,0.55019224,1.6628227,0.075986855,1.9252988,2.0066442,0.013350122,-2.5557272,3.2641854,0.24026029,-1.4375502,-0.49477077,0.7455775,-1.1240141,2.1167307,-1.1005263,0.13496038,-0.31551653,-0.33686352,-3.9273183,-1.2399417,-1.425205,1.0339098,1.3507065,2.0772746,2.4419541,0.76957273,-2.9276848,0.61871463,-1.6837167,0.4264243,0.3830396,-1.6032456,0.9369073,-0.08472075,-2.0262027,-0.974119,2.4254217,-0.3180955,0.28937662,-1.348255,1.8014436,-1.2884735,0.10982232,0.81473505,-1.1854533,-1.9783616,-0.39940456,-0.55631405,-1.7222742,1.4570429,1.7151892,0.31289148,0.16392629,-2.031815,0.6622066,2.3152533,-0.5370239,-0.9727637,-1.3806144,-1.252754,-2.135496,-1.3589102,0
100846,102172.0,1,Híbrida,1.535,1,Hombre,Linkedin,25,836766,93.0,86,Divorciado,53,2023,3,high,-0.651011,0.27372485,0.6385384,-0.16222556,0.23051299,0.89000785,0.10699887,0.09112153,-0.59599257,1.4049063,0.9053246,-0.880036,0.26690978,-0.57136166,1.0393733,1.1164702,0.7569919,-0.0060006552,-1.5068104,-0.9568771,-0.9604759,-1.301812,-0.5888045,-0.48450765,-0.48259437,-0.7850407,1.4325536,-0.7064633,0.60386634,-0.07322974,-0.16378553,-0.70565635,-0.7270394,-1.4902505,0.17208348,-0.45801488,-0.31476542,0.640067,-0.56529236,1.2115467,-1.2159612,-0.7761966,-0.7882476,0.05200597,-0.24514176,0.7675519,0.23198842,-0.7362499,0.078224115,0.90524626,-0.79852396,0.5615821,0.081781074,0.9858199,0.37899187,-0.8717634,-0.245555,0.9873929,0.34997907,0.118492536,0.41165948,-1.3454654,-0.026007228,0.041502334,-1.2734463,0.041642245,1.3838954,0.12365392,0.24658626,0.6816959,0.6066263,0.09543148,-0.2344214,2.0043302,0.8985406,-0.66839516,0.71591425,-0.9809512,1.2189955,1.409992,0.7745177,-0.42307526,-2.3785617,-1.1169735,-1.0173259,-1.4786983,-0.8533018,-0.6793962,-0.9758365,-1.128561,1.3347925,-0.918556,0.7024692,0.59080994,-0.02263614,-0.6160023,-0.7891815,-1.4770536,0.9117809,-1.1674739,-0.15487033,0.7739775,-0.52924955,1.2519977,-1.7947932,-0.41039926,-0.2771935,0.16606627,-1.2784435,0.7594069,0.00579121,-1.408372,0.48767105,0.55614066,-1.4562142,0.6421309,0.26822,1.4020517,0.49571604,-1.8552349,-0.58600235,1.6053042,0.42128274,-0.38576156,0.57023835,-1.6718578,-0.56951207,-0.31534183,0
